tcID,ArtID,AName,Quote
1617,84,N44,"Hemos empleado, pues, todas nuestras fuerzas en la organización y en la preparación de los objetos, muchos de los cuales requieren una elaboración prolija y bastante larga sobre todo en la sección paleontológica. Con estos trabajos los que forman esta memoria a los cuales me permito proceder y que creo necesarios, dada la importancia que tiene para la Provincia, la creación de un nuevo Museo, tal como el Exmo. Gobierno lo ha fundado el Museo ""La Plata"" será un establecimiento tipo, cuyos servicios a la ciencia, compensarán pronto y ampliamente las erogaciones que se hayan hecho para su creación. El plan que se ha adoptado, abarca grandes horizontes, habiéndose tenido en vista para trazarlo los adelantos de las ciencias naturales, cuyos métodos de clasificación han variado tanto en los últimos años. Consiste en desarrollar el cuadro más completo de la naturaleza en la parte sud-americana y principalmente argentina según los métodos de las ciencias modernas, y reunir en sus gabinetes, sin solución de continuidad, a través de las edades geológicas, las formas tangibles de vida en las regiones terciarias citadas. La historia universal nos enseña que las necesidades de los pueblos del presente -a cuyo impulso se realizan hazañas como la fundación de ""La Plata"", concuerdan en el orden social con las primeras emigraciones y las humildes agrupaciones de seres inferiores, casi informes en la infancia de la vida en nuestro globo, y es la historia de estos precursores, de los extinguidos, de los que aún viven, y la de los fenómenos vitales que nos animan o animaban, la de los medios en que actuaban o actuan, regido todo por las mismas leyes, la que contarán a los visitantes observadores las colecciones que pronto se expondrán en el Museo. Pero no será no sólo este servicio el único que brinda; aparte de las explicaciones filosóficas, que tanto contribuyen a la elevación del espíritu, útil enseñanza encontrará quien en esas galerías busque en la incesante actividad de la materia, elementos para la industria y el comercio, representados por las riquezas naturales que a la explotación ofrecen, las diferentes divisiones de la historia natural del país. Al examinar el ansioso la constitución geológica del suelo, hallará las piedras de construcción, las útiles arcillas, las muestras del suelo, los minerales; el herbario le dirá cuáles son nuestras principales maderas, las plantas fértiles, las forrajeras, las alimenticias, las tintorias, y las medicinales; y la fauna, al parque presente el cuadro de la vida animal tan variada, indicará al espíritu utilitario mil aplicaciones de fácil obtenimiento y buen rinde."
1618,84,N46,"Al alcanzar la realización de este plan, responde la organización de las galerías del Museo ""La Plata"", el que será el primero que se instale de acuerdo con las teorías biológicas evolutivas, habiéndose adelantado en esto el Exmo. Gobierno de la Provincia, a los deseos emitidos en el Viejo Mundo, por sabios de nota, los que se sorprenderán cuando sepan que en una ciudad de fundación tan reciente, que aún no figura en las cartas geográficas, se haya fundado un establecimiento igual al que deseaban un año después, como la última expresión d la ciencia."
1619,84,N48,"Pasarán aún algunos meses antes de que pueda darse forma definitiva a todas nuestras colecciones y continuará siendo el Museo durante ellos sólo un gran laboratorio, pero espero que en la fecha del cuarto aniversario de la fundación de La Plata el 19 de noviembre próximo se podrán abrir las puertas del establecimiento, instalado definitivamente, y que desde ese día será el primero en su género en Sud-América."
1620,84,N50,"En este continente, si bien existen como principales, el Museo Nacional de Buenos Ayres, el de Santiago de Chile, y el de Rio-Janeiro, en ninguno de ellos se siguen los método del de ""La Plata"", sin embargo de ser éstos los que prestan mayores servicios al público. Un museo de historia natural general, que incluya la historia de las manifestaciones morales de los pueblos que precedieron la era social presente, debe ser el gran libro en que está desarrollada la verdadera historia de la naturaleza, libro que no puede estudiarse con éxito, cuando le faltan capítulos indispensables o cuando los que lo forman están mal distribuidos, que su lectura produce un caos en quién espere encontrar clara la maravillosa armonía que en todos sus actos manifiestan las fuerzas naturales. Sin embargo, de ese defecto adolecen los museos sud-americanos, los que pecan por la falta de algunas secciones y principalmente por su distribución deficiente, lo que hace que en ellos el espíritu no se impresione como debiera, aun dándose unas con otras, las variadas sensaciones que resultan de las rápidas transiciones entre objetos diferentes tan próximos unos de otros, y no saque el provecho filosófico o práctico que espera de su visita, y desgraciadamente estos defectos los notamos en alto grado los que conocemos el Museo Nacional de Buenos Ayres, el que, culpa principalmente de lo estrecho de su local, se acerca más a una reunión de objetos naturales más o menos ansiosos, que a lo que debe esperarse del nombre del establecimiento..."
1621,84,N52,"A pesar de haber empleado todo el tiempo en trabajos de laboratorio, creí conveniente exponer al público, nuestros trabajos preliminales, desde el 19 de noviembre ppdo, para que se pudiera juzgar del camino hecho en tan corto tiempo. El material acumulado en ese espacio del año y medio, ha llegado a ser tan considerable últimamente que se hizo necesaria la traslación de las colecciones a su local definitivo a pesar de no estar aun terminado; operación concluida sin que los objetos hayan sufrido deterioros. El nuevo edificio es un tipo nuevo en su clase; a fin de comprender en poco tiempo la majestuosa armonía biológica que permite sin soluciones de continuidad sensible, se conozcan desde los primeros seres de semillas imponderables, hasta la organización humana; el visitante verá allí su árbol genealógico completo."
1622,84,N54,"El aro de la mirada física que representa la serie de salones longitudinales del Museo, está completado con salones transversales destinados a conservar os vestigios de la evolución moral sud-americana, a través de los tiempos, y lógicamente la instalacion de las colecciones ha debido principiar en la sección geológica guardando para más adelante las relacionadas con el hombre, el último aparecido en esa edad terrestre."
1623,84,N59,"Esta sección es quizás la más difícil de desarrollar rápidamente. Las múltiples divisiones que se requieren para que sea fácil el conocimiento de nuestro suelo, las diversas teorías geodésicas en que hoy está dividida la opinión de los geólogos; la necesidad de organizar para el examen del público geognóstica y geográficamente todas las muestras que caracterizan los terrenos argentinos, relacionados entre sí y referidos no sólo a los horizontes geológicos de Sud-América, sino también al resto del globo, y armonizar todo esto de manera que el estudioso pueda evocar sin grandes esfuerzos imaginativos las variadas fisionomías de estas regiones perdidas en la niebla de las edades pasadas, son tareas árduas y duraderas. Y lo serán tanto más cuanto que es necesario poner en relieve los beneficios que al comercio y a la industria patria deben prestar esas miles de rocas traídas de regiones muchas veces muy poco conocidas."
1624,84,N61,"En el primer informe del Museo mencioné más de mil piezas correspondientes a esta sección, y en este segundo puedo afirmar que comprendiendo la mineralogía y la paleontología hasta los tiempos mesozoicos, inclusives, esas colecciones alcanzarán hoy a más de seis mil ejemplares. Las principales adquisiciones han sido varias colecciones que el infrascrito formó en algunas de sus excursiones y que todavía no se habían incorporado al Museo, y de las recogidas a la Patagonia y Tierra del Fuego por el naturalista viajero Don Francisco Fornini. Con ellos posee el Museo ahora materiales únicos para la historia del suelo argentino. La sección mineralógica se ha aumentado con nuevas y ricas muestras de Famatima, Uspallata, Calamuchita, Cuñapirí, y de varios parajes de Patagonia y Tierra del Fuego. La sección paleontológica, primaria, secundaria y terciaria, ha tenido igual impulso con nuevas adquisiciones principalmente del Neuquén y Limay. Con las preparaciones hechas en el establecimiento pueden verse en él ejemplares perfectamente caracterizados de los primeros seres que aparecieron sobre la tierra y cuyos vestigios más o menos deteriorados han llegado a la edad actual; varios de los llamados ""organismos problemáticos"", de las primeras etapas de la vida, que tanto preocupan hoy a los naturalistas, dejan de ser dudosos con los magníficos ejemplares que poseemos. La colección de moluscos primarios y secundarios es importantísima como representación de los antiguos hechos de mares convertidos hoy en muy altas montañas, y las series de moluscos terciarios ha adelantado también notablemente. Los terrenos cretáreos patagónicos nos han proporcionado cantidad de restos de grands dinosauriananos que midieron más de quince metros de largo, descubrimiento que demuestra una vez más la exactitud de la observación hecha por mí, hace ya algunos años, de la igualdad que existía entre la evolución morfológica austral y la boreal americana. La botánica fósil también ha adquirido piezas de valor entre los que debo citar tres hermosos troncos de los nuevos terrenos patagónicos, uno de los cuales mide cerca de cinco metros de altura por ochenta centímetros de mayor diámetro."
1625,84,N63,"Para esta sección geológica hemos preparado también una serie de muestras, en las que se podrá estudiar el proceso de quebradura y plegadura de la crustra terrestre que ha dado los grandes relieves a los continentes, y como prueba del triunfo de la ciencia experimental inductiva, podrán examinarse rocas que en condiciones materiales muestran la exactitud de las teorías orgánicas imaginadas por la experimentación humana."
1626,84,N65,"Además de estos trabajos, se han coordinado muchas observaciones, para poder trazar una carta geognóstica de la República, localizando en ella todas las muestas que poseemos; esta obra esta bastante adelantada, y una vez terminada y expuesta, prestará verdaderos servicios a los que deseen explotar nuestras riquezas minerales. Desde el cabo de Hornos hasta Jujuy se han coleccionado objetos y datos para esta carta, y en lo que se relaciona con Patagonia y Tierra del Fuego, será la más completa conocida. Esos datos nos permiten poder asegurar que a parte de las numerosas riquzas mineralógicas argentinas, hay otras muchas paleontológicas que una vez explotadas, como serán con el tiempo, por el personal del Museo, rivalizarán con los que hoy son motivo en Norte-América de publicaciones verdaderamente extraordinarias de los profesores Marsh y Cope los que en el mundo científico se creen que probablemente no serán sobrepasados."
1627,84,N67,"Poseemos datos y preciosos en este sentido y conocemos más de veinte yacimientos cuya exploración haría la gloria de los mejores museos del mundo: las dificultades que en otro tiempo ofrecía ese trabajo, han desaparecido y ha llegado el momento de que se compensen las fatigas de tiempos difíciles."
1628,84,N69,"Pronto algunos de los empleados del establecimiento podrán ponerse en viaje para principiar las excavaciones, y a su tiempo pediré los elementos necesarios para llevarlas a buen fin. Entonces el Museo ""La Plata"", podrá restaurar cientos de formas hoy perdidas, y su importancia paleontológica no será menor que la del gran museo nacional norteamericano."
1629,84,N74,"Para poder inaugurar dignamente el Museo, el 19 de noviembre próximo, se ha trabajado empeñosamente en esta sección. Se ha restaurado un esqueleto completo, dos pelvis y cuatro miembros de milodontes; un esqueleto de lestodonte que mide cerca de cinco metros; un esqueleto de ceditoterio; otro esqueleto, dos cráneos, una pelvis, dos mniembros y tres tubos terminales de la cola de un nanocterio panochteris; una coraza, dos cráneos, una pelvis y dos miembros del glitodón clavipus; un cráneo y dos miembros del gliptodón dredicurus; están casi al terminarse tres corazas de gliptodonte y dos de hoplopherus, y se han restaurado dos tubos terminales de la cola del mismo animal; un cráneo, cuatro colmillos, una mandíbula inferior, el tren posterior y un corte transversal de la caja dorásica del gran mastodonte; el tren posterior de un focsodonte y un megaterio; se ha principiado la restuaración de una antigua ballena; y se han terminado muchas piezas de varios tamaños peso de igual valor científico."
1630,84,N76,Como adquisición por donación en esta sección debo mencionar el esqueleto de panochtus tuberculatus obsequiado por el señor D. Beogracián Angosta y una gran cantidad de restos de distintos animales extraidos al excavar los canales del puerto La Plata por los señores Lavalle Medici y Alfredo Ébélot.
1631,84,N78,"En el año que entra esperamos poder aumentar considerablemente esta sección ya sea por medio de compras o por excavaciones que harán los empleados del Museo en esa área. Es necesario que éste, al ser expuesto al público, posea ya una serie por lo menos igual a la del Museo Nacional de Buenos Aires, aun cuando veo que ella será superada."
1632,84,N80,"En la preparación de todos los objetos citados se ha seguido el procedimiento indicado en mi informe anterior. Cada pieza principal del esqueleto puede ser estudiada y manejada separadamente para así facilitar los estudios comparativos, ya sea con los animales extinguidos, o con los actuales que son la base del conocimiento exacto de la evolución biológica actual; con ese objeto como se ha hecho en la sección zoológica que mencionaré más adelante hemos empleado en la paleontológica una serie comparativa independiente de la que podremos llamar genealógica, que es la destinada a mostrar el admirable ""encadenamiento del mundo animal""."
